depth,Slice1L,Slice1R,Slice2L,Slice2R,Slice3L,Slice3R,Slice4L,Slice4R
0.1,0.8526448362720404,0.5539143279172821,0.8694516971279374,0.9421383647798742,0.6038709677419355,0.918444165621079,0.8803088803088803,0.956140350877193
0.2,0.8753148614609572,0.5465288035450517,0.8903394255874674,0.9408805031446541,0.9380645161290323,0.9335006273525721,0.8906048906048906,0.9473684210526315
0.3,0.8652392947103275,0.5406203840472673,0.8929503916449086,0.9270440251572327,0.9535483870967741,0.9297365119196989,0.8712998712998713,0.9385964912280702
0.4,0.8375314861460957,0.5199409158050221,0.8707571801566579,0.9220125786163522,0.9716129032258064,0.9247176913425345,0.9021879021879022,0.924812030075188
0.5,0.845088161209068,0.4933530280649926,0.8720626631853786,0.9220125786163522,0.9587096774193549,0.93099121706399,0.918918918918919,0.9160401002506265
0.6,0.8375314861460957,0.465288035450517,0.8433420365535248,0.9811320754716981,0.9651612903225807,0.9247176913425345,0.9356499356499357,0.9172932330827067
0.7,0.8501259445843828,0.4505169867060561,0.8263707571801566,0.9823899371069182,0.9432258064516129,0.903387703889586,0.9562419562419563,0.9235588972431078
0.8,0.8400503778337531,0.4460856720827179,0.7963446475195822,0.9823899371069182,0.944516129032258,0.904642409033877,0.9536679536679536,0.9110275689223057
0.9,0.8211586901763224,0.465288035450517,0.7689295039164491,0.9723270440251572,0.9393548387096774,0.9071518193224593,0.9305019305019305,0.8872180451127819
1.0,0.801007556675063,0.4667651403249631,0.7349869451697127,0.9735849056603774,0.9432258064516129,0.8983688833124216,0.9395109395109396,0.8320802005012531
1.1,0.818639798488665,0.45790251107828656,0.6814621409921671,0.9685534591194969,0.9419354838709677,0.8745294855708908,0.9433719433719434,0.7994987468671679
1.2,0.8110831234256927,0.4638109305760709,0.643603133159269,0.9547169811320755,0.9509677419354838,0.8594730238393977,0.9472329472329473,0.7869674185463659
1.3,0.7947103274559194,0.4667651403249631,0.5953002610966057,0.9572327044025157,0.9496774193548387,0.8080301129234629,0.9459459459459459,0.7531328320802005
1.4,0.792191435768262,0.4549483013293944,0.5443864229765013,0.9522012578616352,0.9483870967741935,0.7754077791718946,0.9330759330759331,0.706766917293233
1.5,0.7682619647355163,0.4519940915805022,0.5,0.9584905660377359,0.96,0.7653701380175659,0.9111969111969112,0.6240601503759399
1.6,0.7468513853904282,0.4534711964549483,0.4516971279373368,0.9647798742138365,0.9651612903225807,0.7653701380175659,0.915057915057915,0.5977443609022557
1.7,0.7279596977329975,0.4623338257016248,0.42950391644908614,0.9761006289308176,0.9535483870967741,0.7565872020075283,0.9111969111969112,0.5852130325814536
1.8,0.7040302267002518,0.47858197932053176,0.39947780678851175,0.9761006289308176,0.9458064516129032,0.7151819322459222,0.9047619047619048,0.5551378446115288
1.9,0.6738035264483627,0.4859675036927622,0.391644908616188,0.9610062893081761,0.9483870967741935,0.6900878293601004,0.915057915057915,0.5338345864661654
2.0,0.6826196473551638,0.4874446085672083,0.36945169712793735,0.9547169811320755,0.9535483870967741,0.6762860727728983,0.9047619047619048,0.5225563909774437
2.1,0.6750629722921915,0.48005908419497784,0.3433420365535248,0.9433962264150944,0.9561290322580646,0.6599749058971142,0.888030888030888,0.5050125313283208
2.2,0.6624685138539043,0.4771048744460857,0.3028720626631854,0.9484276729559749,0.9638709677419355,0.6323713927227101,0.8803088803088803,0.48621553884711777
2.3,0.6397984886649875,0.5036927621861153,0.29112271540469975,0.9446540880503145,0.9651612903225807,0.6135508155583438,0.8712998712998713,0.47619047619047616
2.4,0.6146095717884131,0.5361890694239291,0.2650130548302872,0.939622641509434,0.9651612903225807,0.6210790464240903,0.8584298584298584,0.47117794486215536
2.5,0.5944584382871536,0.5140324963072378,0.27023498694516973,0.9157232704402516,0.9587096774193549,0.5934755332496863,0.8481338481338482,0.46115288220551376
2.6,0.5831234256926953,0.5155096011816839,0.2741514360313316,0.8842767295597485,0.9612903225806452,0.5520702634880803,0.842985842985843,0.4473684210526316
2.7,0.5730478589420654,0.5066469719350074,0.27023498694516973,0.8540880503144654,0.9625806451612903,0.5181932245922208,0.8545688545688546,0.4398496240601504
2.8,0.5654911838790933,0.5155096011816839,0.28067885117493474,0.8377358490566038,0.9535483870967741,0.5031367628607277,0.8442728442728443,0.449874686716792
2.9,0.5163727959697733,0.5081240768094535,0.2754569190600522,0.8415094339622642,0.9419354838709677,0.4893350062735257,0.8301158301158301,0.4548872180451128
3.0,0.5050377833753149,0.5051698670605613,0.2650130548302872,0.8088050314465409,0.9187096774193548,0.4868255959849435,0.8056628056628057,0.44862155388471175
3.1,0.4924433249370277,0.5214180206794683,0.27154046997389036,0.7735849056603774,0.9264516129032258,0.4617314930991217,0.7747747747747747,0.4348370927318296
3.2,0.47984886649874053,0.5302806499261448,0.2780678851174935,0.7396226415094339,0.9264516129032258,0.43036386449184444,0.7374517374517374,0.4298245614035088
3.3,0.4748110831234257,0.5494830132939439,0.27676240208877284,0.7169811320754716,0.9432258064516129,0.4090338770388959,0.7155727155727156,0.4273182957393484
3.4,0.46977329974811083,0.5450516986706057,0.2650130548302872,0.6893081761006289,0.9264516129032258,0.411543287327478,0.7194337194337195,0.41854636591478694
3.5,0.47732997481108314,0.5435745937961596,0.2558746736292428,0.6729559748427673,0.896774193548387,0.4190715181932246,0.7194337194337195,0.39974937343358397
3.6,0.4634760705289673,0.534711964549483,0.26631853785900783,0.6767295597484276,0.8838709677419355,0.42534504391468003,0.7258687258687259,0.39598997493734334
3.7,0.4256926952141058,0.5228951255539144,0.27154046997389036,0.6729559748427673,0.8735483870967742,0.424090338770389,0.7335907335907336,0.38972431077694236
3.8,0.4105793450881612,0.5125553914327917,0.26762402088772846,0.6616352201257861,0.8787096774193548,0.4178168130489335,0.722007722007722,0.38095238095238093
3.9,0.42065491183879095,0.5007385524372231,0.26109660574412535,0.6477987421383647,0.8890322580645161,0.411543287327478,0.7142857142857143,0.37468671679197996
4.0,0.43828715365239296,0.47858197932053176,0.26240208877284593,0.6213836477987421,0.8929032258064517,0.39146800501882056,0.7104247104247104,0.37719298245614036
4.1,0.4445843828715365,0.4608567208271787,0.26631853785900783,0.6,0.8890322580645161,0.3739021329987453,0.6911196911196911,0.3609022556390977
4.2,0.45465994962216627,0.4564254062038405,0.26109660574412535,0.579874213836478,0.8851612903225806,0.3751568381430364,0.676962676962677,0.37719298245614036
4.3,0.44836272040302266,0.44756277695716395,0.2689295039164491,0.569811320754717,0.8812903225806452,0.37892095357590966,0.6692406692406693,0.38596491228070173
4.4,0.4269521410579345,0.4298375184638109,0.28720626631853785,0.5572327044025157,0.8735483870967742,0.383939774153074,0.6666666666666666,0.39223057644110276
4.5,0.4005037783375315,0.4327917282127031,0.28067885117493474,0.559748427672956,0.8735483870967742,0.38143036386449186,0.6628056628056628,0.38721804511278196
4.6,0.3967254408060453,0.4431314623338257,0.2689295039164491,0.5647798742138365,0.8735483870967742,0.383939774153074,0.6589446589446589,0.39348370927318294
4.7,0.3765743073047859,0.45790251107828656,0.2819843342036554,0.5584905660377358,0.8761290322580645,0.38268506900878296,0.6525096525096525,0.38596491228070173
4.8,0.36649874055415615,0.4623338257016248,0.28720626631853785,0.5622641509433962,0.8812903225806452,0.38017565872020076,0.6512226512226512,0.36716791979949875
4.9,0.3513853904282116,0.4564254062038405,0.29112271540469975,0.5308176100628931,0.864516129032258,0.383939774153074,0.6537966537966537,0.3684210526315789
5.0,0.3350125944584383,0.4342688330871492,0.29765013054830286,0.5094339622641509,0.8580645161290322,0.4178168130489335,0.6512226512226512,0.37092731829573933
5.1,0.3148614609571788,0.39586410635155095,0.29765013054830286,0.48050314465408805,0.8580645161290322,0.45796737766624845,0.6241956241956242,0.37593984962406013
5.2,0.3022670025188917,0.3766617429837518,0.2845953002610966,0.46037735849056605,0.8593548387096774,0.4617314930991217,0.5958815958815958,0.38972431077694236
5.3,0.2770780856423174,0.3353028064992615,0.283289817232376,0.46163522012578617,0.8606451612903225,0.4642409033877039,0.5791505791505791,0.40852130325814534
5.4,0.27329974811083124,0.3087149187592319,0.2898172323759791,0.42515723270440253,0.864516129032258,0.4742785445420326,0.5791505791505791,0.40726817042606517
5.5,0.25692695214105793,0.3072378138847858,0.3002610966057441,0.39622641509433965,0.8683870967741936,0.4730238393977415,0.5907335907335908,0.40350877192982454
5.6,0.2619647355163728,0.30576070901033975,0.2963446475195822,0.39245283018867927,0.88,0.45294855708908405,0.5894465894465895,0.41729323308270677
5.7,0.25692695214105793,0.30132939438700146,0.29112271540469975,0.38238993710691827,0.8864516129032258,0.45796737766624845,0.5958815958815958,0.40350877192982454
5.8,0.24307304785894207,0.31462333825701627,0.2950391644908616,0.37735849056603776,0.9161290322580645,0.46925972396486826,0.5971685971685972,0.38847117794486213
5.9,0.23551637279596976,0.2998522895125554,0.2898172323759791,0.39622641509433965,0.9174193548387096,0.47051442910915936,0.6241956241956242,0.38345864661654133
6.0,0.2216624685138539,0.258493353028065,0.29765013054830286,0.410062893081761,0.9148387096774193,0.46675031367628605,0.6229086229086229,0.38220551378446116
6.1,0.19899244332493704,0.25406203840472674,0.2924281984334204,0.4327044025157233,0.9251612903225807,0.48431618569636137,0.6203346203346203,0.38095238095238093
6.2,0.18639798488664988,0.25406203840472674,0.283289817232376,0.43144654088050316,0.9264516129032258,0.5156838143036386,0.6241956241956242,0.38471177944862156
6.3,0.1624685138539043,0.258493353028065,0.27154046997389036,0.4339622641509434,0.9290322580645162,0.5094102885821832,0.6332046332046332,0.38596491228070173
6.4,0.15365239294710328,0.258493353028065,0.27676240208877284,0.41509433962264153,0.9316129032258065,0.493099121706399,0.6241956241956242,0.38220551378446116
6.5,0.15491183879093198,0.2717872968980798,0.2950391644908616,0.42641509433962266,0.9251612903225807,0.4893350062735257,0.6229086229086229,0.37218045112781956
6.6,0.16624685138539042,0.2466765140324963,0.30548302872062666,0.4289308176100629,0.9264516129032258,0.4755332496863237,0.6293436293436293,0.37092731829573933
6.7,0.15994962216624686,0.23338257016248154,0.30156657963446476,0.45157232704402517,0.9341935483870968,0.4617314930991217,0.6332046332046332,0.37844611528822053
6.8,0.15491183879093198,0.20827178729689808,0.28720626631853785,0.4691823899371069,0.9393548387096774,0.4604767879548306,0.631917631917632,0.37969924812030076
6.9,0.14483627204030228,0.1964549483013294,0.27284595300261094,0.48553459119496856,0.9432258064516129,0.47176913425345046,0.6344916344916345,0.38721804511278196
7.0,0.15239294710327456,0.16838995568685378,0.2780678851174935,0.5081761006289308,0.944516129032258,0.4981179422835634,0.6383526383526383,0.41854636591478694
7.1,0.16624685138539042,0.1432791728212703,0.2845953002610966,0.5308176100628931,0.9483870967741935,0.5031367628607277,0.6357786357786358,0.41353383458646614
7.2,0.16624685138539042,0.13884785819793205,0.29765013054830286,0.5270440251572327,0.9483870967741935,0.4968632371392723,0.6332046332046332,0.41353383458646614
7.3,0.14231738035264482,0.1447562776957164,0.30678851174934724,0.5169811320754717,0.944516129032258,0.5006273525721455,0.6525096525096525,0.41228070175438597
7.4,0.11335012594458438,0.1536189069423929,0.3002610966057441,0.5106918238993711,0.9393548387096774,0.5244667503136763,0.6563706563706564,0.41353383458646614
7.5,0.10453400503778337,0.1536189069423929,0.2950391644908616,0.4981132075471698,0.9316129032258065,0.548306148055207,0.6473616473616474,0.41478696741854637
7.6,0.11083123425692695,0.1536189069423929,0.31201044386422977,0.5018867924528302,0.9187096774193548,0.5696361355081556,0.6435006435006435,0.41353383458646614
7.7,0.08942065491183879,0.1344165435745938,0.304177545691906,0.5031446540880503,0.9303225806451613,0.5671267252195734,0.6422136422136422,0.4298245614035088
7.8,0.09193954659949623,0.1255539143279173,0.2819843342036554,0.519496855345912,0.9316129032258065,0.589711417816813,0.6203346203346203,0.4398496240601504
7.9,0.08438287153652393,0.14918759231905465,0.283289817232376,0.519496855345912,0.9238709677419354,0.5859473023839398,0.6138996138996139,0.47117794486215536
8.0,0.08690176322418136,0.15066469719350073,0.29765013054830286,0.5144654088050314,0.9212903225806451,0.5796737766624843,0.6087516087516087,0.5075187969924813
8.1,0.0982367758186398,0.15805022156573117,0.2989556135770235,0.49937106918238994,0.9187096774193548,0.562107904642409,0.6113256113256114,0.5275689223057645
8.2,0.10201511335012595,0.13146233382570163,0.2859007832898172,0.5056603773584906,0.912258064516129,0.5520702634880803,0.6087516087516087,0.525062656641604
8.3,0.10201511335012595,0.10487444608567208,0.28067885117493474,0.5320754716981132,0.9109677419354839,0.548306148055207,0.6280566280566281,0.4974937343358396
8.4,0.09445843828715365,0.07976366322008863,0.27023498694516973,0.5484276729559748,0.9161290322580645,0.5319949811794228,0.6396396396396397,0.47619047619047616
8.5,0.08690176322418136,0.07680945347119646,0.28067885117493474,0.5534591194968553,0.9083870967741936,0.533249686323714,0.6537966537966537,0.46365914786967416
8.6,0.08312342569269521,0.06646971935007386,0.2819843342036554,0.5584905660377358,0.8980645161290323,0.5382685069008782,0.6756756756756757,0.462406015037594
8.7,0.08438287153652393,0.0723781388478582,0.2754569190600522,0.5672955974842767,0.8748387096774194,0.560853199498118,0.7014157014157014,0.45363408521303256
8.8,0.07682619647355164,0.06351550960118169,0.2558746736292428,0.5610062893081761,0.8722580645161291,0.5771643663739021,0.7104247104247104,0.45363408521303256
8.9,0.06801007556675064,0.06351550960118169,0.24934725848563968,0.5509433962264151,0.864516129032258,0.5771643663739021,0.7065637065637066,0.4398496240601504
9.0,0.05289672544080604,0.059084194977843424,0.2506527415143603,0.5660377358490566,0.8606451612903225,0.5746549560853199,0.7232947232947233,0.46616541353383456
9.1,0.05415617128463476,0.050221565731166914,0.24934725848563968,0.5522012578616352,0.88,0.5922208281053952,0.7400257400257401,0.48872180451127817
9.2,0.05667506297229219,0.04283604135893648,0.24151436031331594,0.5459119496855346,0.8916129032258064,0.5909661229611042,0.7400257400257401,0.487468671679198
9.3,0.05163727959697733,0.0413589364844904,0.22715404699738903,0.5044025157232704,0.8903225806451613,0.5533249686323714,0.7284427284427284,0.4949874686716792
9.4,0.06297229219143577,0.04874446085672083,0.21801566579634465,0.4817610062893082,0.8877419354838709,0.5244667503136763,0.7245817245817245,0.5087719298245614
9.5,0.06675062972292191,0.06351550960118169,0.21018276762402088,0.48427672955974843,0.8890322580645161,0.506900878293601,0.7323037323037324,0.49624060150375937
9.6,0.07178841309823678,0.06499261447562776,0.20365535248041775,0.5044025157232704,0.8916129032258064,0.5144291091593476,0.7451737451737451,0.5175438596491229
9.7,0.07682619647355164,0.07680945347119646,0.2154046997389034,0.5144654088050314,0.9070967741935484,0.5232120451693852,0.7451737451737451,0.5288220551378446
9.8,0.08816120906801007,0.08567208271787297,0.206266318537859,0.5106918238993711,0.912258064516129,0.5382685069008782,0.7374517374517374,0.5087719298245614
9.9,0.08312342569269521,0.07385524372230429,0.185378590078329,0.5094339622641509,0.9032258064516129,0.560853199498118,0.7451737451737451,0.5050125313283208
10.0,0.07178841309823678,0.06794682422451995,0.19843342036553524,0.5081761006289308,0.896774193548387,0.6085319949811794,0.7567567567567568,0.518796992481203
10.1,0.06926952141057935,0.08124076809453472,0.19973890339425587,0.5182389937106918,0.8838709677419355,0.6047678795483061,0.7850707850707851,0.5087719298245614
10.2,0.061712846347607056,0.08124076809453472,0.19712793733681463,0.5044025157232704,0.8864516129032258,0.6085319949811794,0.8043758043758044,0.5137844611528822
10.3,0.07178841309823678,0.06794682422451995,0.1906005221932115,0.4716981132075472,0.8877419354838709,0.5947302383939774,0.8185328185328186,0.487468671679198
10.4,0.07556675062972293,0.05465288035450517,0.1814621409921671,0.46540880503144655,0.8916129032258064,0.5771643663739021,0.806949806949807,0.4949874686716792
10.5,0.08060453400503778,0.0413589364844904,0.18407310704960836,0.4528301886792453,0.8851612903225806,0.562107904642409,0.8120978120978121,0.49373433583959897
10.6,0.08816120906801007,0.029542097488921712,0.1906005221932115,0.4477987421383648,0.8838709677419355,0.5734002509410289,0.8056628056628057,0.5125313283208021
10.7,0.07808564231738035,0.05465288035450517,0.206266318537859,0.4628930817610063,0.895483870967742,0.5846925972396487,0.797940797940798,0.5375939849624061
10.8,0.07934508816120907,0.04283604135893648,0.2193211488250653,0.47924528301886793,0.8877419354838709,0.5947302383939774,0.8056628056628057,0.5614035087719298
10.9,0.08564231738035265,0.028064992614475627,0.21018276762402088,0.4880503144654088,0.8903225806451613,0.5922208281053952,0.803088803088803,0.5639097744360902
11.0,0.08942065491183879,0.026587887740029542,0.19712793733681463,0.4779874213836478,0.8916129032258064,0.5809284818067754,0.7902187902187903,0.5588972431077694
11.1,0.07808564231738035,0.023633677991137372,0.18798955613577023,0.4867924528301887,0.8877419354838709,0.5658720200752823,0.8005148005148005,0.5676691729323309
11.2,0.07052896725440806,0.022156573116691284,0.17101827676240208,0.4716981132075472,0.8851612903225806,0.5595984943538268,0.8185328185328186,0.5626566416040101
11.3,0.07304785894206549,0.026587887740029542,0.16318537859007834,0.4666666666666667,0.8993548387096775,0.5646173149309912,0.8211068211068211,0.5551378446115288
11.4,0.06675062972292191,0.028064992614475627,0.1618798955613577,0.4729559748427673,0.9045161290322581,0.5771643663739021,0.824967824967825,0.5551378446115288
11.5,0.07556675062972293,0.029542097488921712,0.16057441253263707,0.48050314465408805,0.9032258064516129,0.5909661229611042,0.8262548262548263,0.556390977443609
11.6,0.07682619647355164,0.04579025110782865,0.15404699738903394,0.4830188679245283,0.896774193548387,0.588456712672522,0.8391248391248392,0.5363408521303258
11.7,0.07808564231738035,0.04579025110782865,0.16057441253263707,0.4817610062893082,0.9019354838709678,0.5834378920953576,0.8314028314028314,0.531328320802005
11.8,0.08312342569269521,0.04874446085672083,0.1566579634464752,0.4779874213836478,0.9045161290322581,0.5784190715181933,0.824967824967825,0.5263157894736842
11.9,0.08564231738035265,0.03249630723781388,0.15013054830287206,0.4880503144654088,0.8890322580645161,0.5734002509410289,0.8236808236808236,0.5125313283208021
12.0,0.08312342569269521,0.04431314623338257,0.1566579634464752,0.47547169811320755,0.8890322580645161,0.5595984943538268,0.8352638352638353,0.49624060150375937
12.1,0.07556675062972293,0.050221565731166914,0.16840731070496084,0.4377358490566038,0.8890322580645161,0.5495608531994981,0.8404118404118404,0.4949874686716792
12.2,0.0818639798488665,0.053175775480059084,0.15796344647519583,0.4050314465408805,0.8864516129032258,0.5558343789209536,0.8378378378378378,0.4849624060150376
12.3,0.09697732997481108,0.04283604135893648,0.1462140992167102,0.4037735849056604,0.88,0.5595984943538268,0.8120978120978121,0.48621553884711777
12.4,0.10831234256926953,0.033973412112259974,0.13838120104438642,0.38616352201257864,0.8683870967741936,0.5520702634880803,0.7915057915057915,0.4799498746867168
12.5,0.10075566750629723,0.025110782865583457,0.1370757180156658,0.36855345911949683,0.8735483870967742,0.5382685069008782,0.7734877734877735,0.48370927318295737
12.6,0.0982367758186398,0.013293943870014771,0.12532637075718014,0.37484276729559746,0.8503225806451613,0.5407779171894604,0.7541827541827542,0.48120300751879697
12.7,0.08438287153652393,0.01772525849335303,0.11488250652741515,0.37484276729559746,0.8541935483870968,0.5520702634880803,0.7567567567567568,0.4724310776942356
12.8,0.07178841309823678,0.01772525849335303,0.12010443864229765,0.37484276729559746,0.8567741935483871,0.5583437892095358,0.7593307593307593,0.44862155388471175
12.9,0.07934508816120907,0.01624815361890694,0.11618798955613577,0.38742138364779877,0.8696774193548387,0.5558343789209536,0.7503217503217503,0.42355889724310775
13.0,0.08060453400503778,0.01624815361890694,0.10052219321148825,0.39245283018867927,0.8670967741935484,0.5696361355081556,0.7567567567567568,0.41102756892230574
13.1,0.08564231738035265,0.0206794682422452,0.10704960835509138,0.39622641509433965,0.8567741935483871,0.5846925972396487,0.7593307593307593,0.39849624060150374
13.2,0.08312342569269521,0.025110782865583457,0.10182767624020887,0.3987421383647799,0.8296774193548387,0.5834378920953576,0.7760617760617761,0.39724310776942356
